customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime1,time.injuryTime2,time.injuryTime3,time.injuryTime4,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,coverage,choice_1,choice_X,choice_2
RLosAicc,1,True,,,,False,10997184,1688335800,independiente-rivadavia-ca-mitre,False,"Primera Nacional, Group B",primera-nacional-group-b,Argentina,argentina,Football,football,1,48,argentina,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,0,False,False,703,False,False,0,37310,20.0,,,100,Ended,finished,CA Mitre,ca-mitre,Mitre,Football,football,1,0,EST,,0,255425,AR,Argentina,[],#52b030,#52b030,#ffffff,Independiente Rivadavia,independiente-rivadavia,Ind. Rivadavia,Football,football,1,0,IRM,,0,36842,AR,Argentina,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,1.0,5.0,,,1688342857.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688342862,,AR,AR,,,,2.5,3.1,3.2
rPsqfn,3,False,,,,False,11114182,1688238000,ypiranga-confianca,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Confiança,confianca,Confiança,Football,football,1,0,CON,False,0,2017,BR,Brazil,[],#52b030,#52b030,#ffffff,Ypiranga,ypiranga,Ypiranga,Football,football,1,0,YRS,False,0,32766,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,6.0,6.0,,,1688245133.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688245136,,BR,BR,,,,2.2,2.9,3.25
eausWIu,3,False,,,,False,11328355,1688238000,botafogo-pb-sao-bernardo,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,São Bernardo,sao-bernardo,São Bernardo,Football,football,1,0,SBE,False,0,47504,BR,Brazil,[],#52b030,#52b030,#ffffff,Botafogo-PB,botafogo-pb,Botafogo-PB,Football,football,1,0,BOT,False,0,49196,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,6.0,,,1688244963.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688244966,,BR,BR,,,,1.75,3.1,4.75
UfnstDnc,1,False,,,,False,11114190,1688248800,aparecidense-manaus,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Aparecidense,aparecidense,Aparecidense,Football,football,1,0,APA,False,0,32794,BR,Brazil,[],#52b030,#52b030,#ffffff,Manaus,manaus,Manaus,Football,football,1,0,MAU,False,0,283918,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,6.0,,,1688255873.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688255876,,BR,BR,,,,1.8,3.3,4.0
XOsJMi,2,False,,,,False,11114163,1688248800,brusque-paysandu,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Paysandu,paysandu,Paysandu,Football,football,1,0,PAY,False,0,1997,BR,Brazil,[],#52b030,#52b030,#ffffff,Brusque,brusque,Brusque,Football,football,1,0,BRU,False,0,21884,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,0.0,2.0,2.0,,,,,5.0,6.0,,,1688255880.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688255883,,BR,BR,,,,2.15,3.0,3.2
oIJcsPvMc,1,False,,,,False,11114199,1688324400,pouso-alegre-amazonas-fc,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Amazonas FC,amazonas-fc,Amazonas,Football,football,1,0,AMA,False,0,336664,BR,Brazil,[],#52b030,#52b030,#ffffff,Pouso Alegre,pouso-alegre,Pouso Alegre,Football,football,1,0,POU,False,0,343540,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,6.0,6.0,,,1688331433.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688331437,,BR,BR,1.0,,,1.8,3.25,4.2
KOsJRp,3,False,,,,False,11114194,1688326200,operario-pr-figueirense,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Figueirense,figueirense,Figueirense,Football,football,1,0,FIG,False,0,1985,BR,Brazil,[],#52b030,#52b030,#ffffff,Operário-PR,operario-pr,Operário-PR,Football,football,1,0,FER,False,0,39634,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688330100.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688333045,,BR,BR,,,,2.05,3.0,3.6
mPsLKjc,3,False,,,,False,11114186,1688335200,floresta-remo,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Floresta,floresta,Floresta,Football,football,1,0,FLO,False,0,274286,BR,Brazil,[],#52b030,#52b030,#ffffff,Remo,remo,Remo,Football,football,1,0,CDR,False,0,2012,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,6.0,,,1688342187.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688342188,,BR,BR,,,,2.88,2.8,2.45
kPsHOc,3,False,,,,False,11114176,1688335200,volta-redonda-csa,False,Brasileiro Serie C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,0,False,False,1281,False,False,0,27213,11.0,,,100,Ended,finished,Volta Redonda,volta-redonda,Volta Redonda,Football,football,1,0,VOR,False,0,6982,BR,Brazil,[],#52b030,#52b030,#ffffff,CSA,csa,CSA,Football,football,1,0,CSA,False,0,2010,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,4.0,8.0,,,1688342367.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688342369,1.0,BR,BR,,,,1.91,3.0,4.2
jnbsuJp,1,False,True,True,1.0,False,11389927,1688239800,san-marcos-de-arica-cobreloa,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,3.0,Round 3,,120,AP,finished,Cobreloa,cobreloa,Cobreloa,Football,football,1,0,COC,,0,3159,CL,Chile,[],#52b030,#52b030,#ffffff,San Marcos de Arica,san-marcos-de-arica,Arica,Football,football,1,0,SMA,,0,39219,CL,Chile,[],#52b030,#52b030,#ffffff,4.0,0.0,0.0,0.0,0.0,,,,4.0,2.0,0.0,0.0,0.0,0.0,,,,2.0,5.0,7.0,,,1688247908.0,"['homeScore.normaltime', 'awayScore.normaltime']",1688249217,,CL,CL,,,,1.62,3.5,4.5
cnbsHac,1,False,True,True,1.0,False,11389834,1688248800,everton-de-vina-del-mar-union-san-felipe,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,2.0,Round 2,,100,Ended,finished,Everton de Viña del Mar,everton-de-vina-del-mar,Everton,Football,football,1,0,EVT,,0,5032,CL,Chile,[],#52b030,#52b030,#ffffff,Unión San Felipe,union-san-felipe,San Felipe,Football,football,1,0,USF,False,0,3152,CL,Chile,[],#52b030,#52b030,#ffffff,5.0,5.0,2.0,3.0,5.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,2.0,4.0,,,1688255704.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688256183,1.0,CL,CL,,,,1.5,3.6,6.0
JacsXInc,1,False,False,,4.0,False,11389833,1688315400,universidad-de-concepcion-arturo-fernandez-vial,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,2.0,Round 2,,100,Ended,finished,Universidad de Concepción,universidad-de-concepcion,U. de Concepción,Football,football,1,0,UCO,,0,5034,CL,Chile,[],#52b030,#52b030,#ffffff,Arturo Fernández Vial,arturo-fernandez-vial,Fernández Vial,Football,football,1,0,ART,,0,284197,CL,Chile,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688322537.0,"['time.injuryTime1', 'time.injuryTime2', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688322548,,CL,CL,,1.0,,1.55,3.6,5.0
inbsxGX,1,False,True,True,1.0,False,11397490,1688324400,deportes-puerto-montt-deportes-temuco,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,,,,100,Ended,finished,Deportes Temuco,deportes-temuco,Temuco,Football,football,1,0,DTM,,0,119072,CL,Chile,[],#52b030,#52b030,#ffffff,Deportes Puerto Montt,deportes-puerto-montt,Puerto Montt,Football,football,1,0,PUM,,0,3158,CL,Chile,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,1688328329.0,"['status.code', 'status.description', 'status.type']",1688331230,,CL,CL,,,-1.0,1.85,3.4,3.75
anbsbnb,1,True,True,True,1.0,False,11389831,1688335200,universidad-catolica-santiago-wanderers,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,2.0,Round 2,,100,Ended,finished,Universidad Católica,universidad-catolica,Universidad Católica,Football,football,1,0,UC,False,0,3151,CL,Chile,[],#52b030,#52b030,#ffffff,Santiago Wanderers,santiago-wanderers,Wanderers,Football,football,1,0,SW,,0,3150,CL,Chile,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688342206.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688342210,,CL,CL,,,,1.44,4.0,5.5
PzNbsAPcd,1,False,,,,False,11223340,1688281200,yanbian-longding-liaoning-shenyang-urban,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Yanbian Longding,yanbian-longding,Yanbian Longding,Football,football,1,0,YAN,,0,382025,CN,China,[],#52b030,#52b030,#ffffff,Liaoning Shenyang Urban,liaoning-shenyang-urban,Liaoning,Football,football,1,0,LIS,False,0,221240,CN,China,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688288144.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688288147,,CN,CN,,,,1.75,3.3,4.2
UOXcsAntd,2,False,,,,False,11223341,1688284800,jinan-xingzhou-nanjing-city,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Jinan Xingzhou,jinan-xingzhou,Jinan Xingzhou,Football,football,1,0,JIN,,0,420675,CN,China,[],#52b030,#52b030,#ffffff,Nanjing City,nanjing-city,Nanjing,Football,football,1,0,NAC,False,0,369494,CN,China,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,4.0,5.0,,,1688291742.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688291745,,CN,CN,,,,3.1,2.88,2.25
bCzcswPcd,1,False,,,,False,11223343,1688297400,dongguan-guanlian-guangxi-pingguo-haliao,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Dongguan Guanlian,dongguan-guanlian,Dongguan Guanlian,Football,football,1,0,DON,,0,382021,CN,China,[],#52b030,#52b030,#ffffff,Guangxi Pingguo Haliao,guangxi-pingguo-haliao,Guangxi,Football,football,1,0,GUA,,0,311351,CN,China,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688301240.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688304524,,CN,CN,,,,4.5,3.8,1.55
vJBbsNzNb,2,False,,,,False,11223342,1688297400,shanghai-jiading-huilong-jiangxi-beidamen,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Shanghai Jiading Huilong,shanghai-jiading-huilong,Jiading,Football,football,1,0,SJC,False,0,221238,CN,China,[],#52b030,#52b030,#ffffff,Jiangxi Beidamen,jiangxi-beidamen,Jiangxi,Football,football,1,0,JIL,False,0,191720,CN,China,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,1688303100.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688306110,,CN,CN,,,,2.88,2.88,2.4
GBmcsvPcd,2,False,,,,False,11223344,1688297400,wuxi-wugou-sichuan-jiuniu,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,0,False,False,782,False,False,0,3583,12.0,,,100,Ended,finished,Wuxi Wugou,wuxi-wugou,Wugo,Football,football,1,0,WUX,,0,382020,CN,China,[],#52b030,#52b030,#ffffff,Sichuan Jiuniu,sichuan-jiuniu,Sichuan,Football,football,1,0,SIJ,False,0,281331,CN,China,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688304582.0,"['homeScore.period1', 'awayScore.period1']",1688304616,,CN,CN,,,,6.5,3.4,1.5
gRcsUjEb,3,True,,,,False,10991198,1688220000,fc-kuressaare-harju-jalgpallikool,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,Harju Jalgpallikool,harju-jalgpallikool,Harju Jalgpallikool,Football,football,1,0,HAR,,0,197994,EE,Estonia,[],#52b030,#52b030,#ffffff,FC Kuressaare,fc-kuressaare,Kuressaare,Football,football,1,0,KUR,,0,7106,EE,Estonia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,,1688226950.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226953,,EE,EE,,,,3.8,3.4,1.8
RqbsTqb,1,True,,,,False,10991200,1688229000,narva-trans-fci-levadia-tallinn,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,FCI Levadia Tallinn,fci-levadia-tallinn,Levadia,Football,football,1,0,LEV,False,0,3342,EE,Estonia,[],#52b030,#52b030,#ffffff,Narva Trans,narva-trans,Trans,Football,football,1,0,NAR,,0,3343,EE,Estonia,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688232660.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688235769,,EE,EE,,,,1.4,4.75,5.25
fRcsQld,2,True,,,,False,10991202,1688306400,nomme-kalju-tallinna-kalev,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,Nõmme Kalju,nomme-kalju,Kalju,Football,football,1,0,KAL,False,0,8091,EE,Estonia,[],#52b030,#52b030,#ffffff,Tallinna Kalev,tallinna-kalev,T. Kalev,Football,football,1,0,KAL,,0,7105,EE,Estonia,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,2.0,2.0,0.0,2.0,2.0,,,,,,,,,1688310120.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1688313181,,EE,EE,1.0,,,1.55,3.8,5.0
Wqbsqwfb,1,True,,,,False,10991204,1688313600,flora-tallinn-tartu-jk-tammeka,False,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,Premium Liiga,premium-liiga,Estonia,estonia,Football,football,1,92,estonia,0,False,False,178,False,False,0,618,19.0,,,100,Ended,finished,Flora Tallinn,flora-tallinn,Flora,Football,football,1,0,FLO,False,0,3346,EE,Estonia,[],#52b030,#52b030,#ffffff,Tartu JK Tammeka,tartu-jk-tammeka,Tammeka,Football,football,1,0,TAR,False,0,138566,EE,Estonia,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688317500.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688320389,1.0,EE,EE,,,,1.18,6.5,12.0
PUsocc,1,True,,,,False,11016018,1688220000,ac-oulu-fc-haka,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,AC Oulu,ac-oulu,Oulu,Football,football,1,0,ACO,False,0,5114,FI,Finland,[],#52b030,#52b030,#ffffff,FC Haka,fc-haka,Haka,Football,football,1,0,VAL,False,0,2240,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,1688226962.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226965,,FI,FI,,,,2.25,3.1,2.9
LXisVXi,3,True,,,,False,11016025,1688220000,sjk-ilves,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,13.0,,,100,Ended,finished,Ilves,ilves,Ilves,Football,football,1,0,ILV,False,0,22386,FI,Finland,[],#52b030,#52b030,#ffffff,SJK,sjk,SJK,Football,football,1,0,SEI,False,0,22395,FI,Finland,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,4.0,,,1688227101.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688227103,1.0,FI,FI,1.0,,,2.75,3.25,2.4
WUsXU,1,True,,,,False,11016026,1688220000,inter-turku-vps,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,VPS,vps,VPS,Football,football,1,0,VPS,False,0,2246,FI,Finland,[],#52b030,#52b030,#ffffff,Inter Turku,inter-turku,Inter,Football,football,1,0,INT,False,0,2247,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1688226504.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688226506,1.0,FI,FI,,,,2.7,3.1,2.45
fVsibc,3,False,,,,False,11016029,1688225400,ifk-mariehamn-ktp,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,IFK Mariehamn,ifk-mariehamn,Mariehamn,Football,football,1,0,MAR,False,0,5058,FI,Finland,[],#52b030,#52b030,#ffffff,KTP,ktp,KTP,Football,football,1,0,KOT,,0,2255,FI,Finland,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,,1688232312.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688232314,,FI,FI,1.0,,,2.38,3.1,2.7
UUsZU,2,True,,,,False,11016004,1688227200,fc-lahti-kups,False,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,Veikkausliiga,veikkausliiga,Finland,finland,Football,football,1,19,finland,0,False,False,41,False,False,0,31,14.0,,,100,Ended,finished,FC Lahti,fc-lahti,Lahti,Football,football,1,0,LAH,False,0,2249,FI,Finland,[],#52b030,#52b030,#ffffff,KuPS,kups,KuPS,Football,football,1,0,KUPS,False,0,2244,FI,Finland,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,4.0,4.0,2.0,2.0,4.0,,,,,1.0,3.0,,,1688233926.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688233928,,FI,FI,,,,4.75,3.5,1.65
gVspcc,2,False,,,,False,11030097,1688212800,mp-kpv,False,Ykkonen,ykkonen,Finland,finland,Football,football,1,19,finland,Ykkönen,ykkonen,Finland,finland,Football,football,1,19,finland,0,False,False,55,False,False,0,527,1.0,,,100,Ended,finished,KPV,kpv,KPV,Football,football,1,0,KPV,False,0,2256,FI,Finland,[],#52b030,#52b030,#ffffff,MP,mp,MP,Football,football,1,0,MIP,False,0,5115,FI,Finland,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,4.0,4.0,3.0,1.0,4.0,,,,,,4.0,,,1688219487.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688219489,,FI,FI,,,,3.3,3.2,2.1
