customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,homeRedCards,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,aggregatedWinnerCode,previousLegEventId,roundInfo.name,roundInfo.cupRoundType,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.aggregated,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.aggregated,time.injuryTime3,time.injuryTime4,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,homeScore.penalties,awayScore.penalties,coverage,choice_1,choice_X,choice_2
UwXh,3,True,True,True,1.0,False,10385542,1.0,1.0,1680548400,everton-tottenham-hotspur,False,Premier League,premier-league,England,england,Football,football,1,1,england,EN,Premier League,premier-league,England,england,Football,football,1,1,england,EN,0,17,True,False,False,False,546,1,29.0,100,Ended,finished,Everton,everton,Everton,Football,football,1,0,EVE,False,0,48,EN,England,[],#52b030,#52b030,#ffffff,Tottenham Hotspur,tottenham-hotspur,Tottenham ,Football,football,1,0,TOT,False,0,33,EN,England,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,1680555329.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680555331,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.25,2.15
Fskb,2,True,True,True,1.0,False,11077408,,,1680633900,bournemouth-brighton-and-hove-albion,False,Premier League,premier-league,England,england,Football,football,1,1,england,EN,Premier League,premier-league,England,england,Football,football,1,1,england,EN,0,17,True,False,False,False,546,1,7.0,100,Ended,finished,Bournemouth,bournemouth,Bournemouth,Football,football,1,0,BOU,False,0,60,EN,England,[],#52b030,#52b030,#ffffff,Brighton & Hove Albion,brighton-and-hove-albion,Brighton,Football,football,1,0,BRI,False,0,30,EN,England,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,1680640913.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680640915,,,,,,,,,,,,,,,,,,,,,,,,5.75,4.2,1.53
osJ,1,True,True,True,1.0,False,11077461,,,1680633900,leeds-united-nottingham-forest,False,Premier League,premier-league,England,england,Football,football,1,1,england,EN,Premier League,premier-league,England,england,Football,football,1,1,england,EN,0,17,True,False,False,False,546,1,7.0,100,Ended,finished,Leeds United,leeds-united,Leeds,Football,football,1,0,LEE,False,0,34,EN,England,[],#52b030,#52b030,#ffffff,Nottingham Forest,nottingham-forest,Forest,Football,football,1,0,NFO,False,0,14,EN,England,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,1680640715.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680640718,,,,,,,,,,,,,,,,,,,,,,,,1.62,4.0,5.5
GP,2,True,True,True,1.0,False,11077466,1.0,,1680633900,aston-villa-leicester-city,False,Premier League,premier-league,England,england,Football,football,1,1,england,EN,Premier League,premier-league,England,england,Football,football,1,1,england,EN,0,17,True,False,False,False,546,1,7.0,100,Ended,finished,Leicester City,leicester-city,Leicester,Football,football,1,0,LEI,False,0,31,EN,England,[],#52b030,#52b030,#ffffff,Aston Villa,aston-villa,Aston Villa,Football,football,1,0,AVL,False,0,40,EN,England,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1680637702.0,"['status.code', 'status.description', 'status.type']",1680640810,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.4,2.7
NsU,3,True,True,True,1.0,False,11077468,,,1680634800,liverpool-chelsea,False,Premier League,premier-league,England,england,Football,football,1,1,england,EN,Premier League,premier-league,England,england,Football,football,1,1,england,EN,0,17,True,False,False,False,546,1,8.0,100,Ended,finished,Chelsea,chelsea,Chelsea,Football,football,1,0,CHE,False,0,38,EN,England,[],#52b030,#52b030,#ffffff,Liverpool,liverpool,Liverpool,Football,football,1,0,LIV,False,0,44,EN,England,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1680641661.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1680641666,,,,,,,,,,,,,,,,,,,,,,,,2.05,3.6,3.4
tgbsDgb,3,True,True,True,1.0,False,10408409,,,1680548400,valencia-rayo-vallecano,False,LaLiga,laliga,Spain,spain,Football,football,1,32,spain,ES,LaLiga,laliga,Spain,spain,Football,football,1,32,spain,ES,0,8,True,False,False,False,545,36,27.0,100,Ended,finished,Valencia,valencia,Valencia,Football,football,1,0,VCF,False,0,2828,ES,Spain,[],#52b030,#52b030,#ffffff,Rayo Vallecano,rayo-vallecano,Rayo Vallecano,Football,football,1,0,RVC,False,0,2818,ES,Spain,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,8.0,1680555707.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680555709,,,,,,,,,,,,,,,,,,,,,,,,2.05,3.25,3.8
Odbsfeb,1,True,True,True,1.0,False,10411734,,,1680543000,empoli-lecce,False,Serie A,serie-a,Italy,italy,Football,football,1,31,italy,IT,Serie A,serie-a,Italy,italy,Football,football,1,31,italy,IT,0,23,True,False,False,False,544,33,28.0,100,Ended,finished,Empoli,empoli,Empoli,Football,football,1,0,EMP,False,0,2705,IT,Italy,[],#52b030,#52b030,#ffffff,Lecce,lecce,Lecce,Football,football,1,0,LEC,False,0,2689,IT,Italy,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1680549806.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680549808,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.9,2.9
WdbsTfb,3,True,True,True,1.0,False,10411735,,,1680547500,sassuolo-torino,False,Serie A,serie-a,Italy,italy,Football,football,1,31,italy,IT,Serie A,serie-a,Italy,italy,Football,football,1,31,italy,IT,0,23,True,False,False,False,544,33,28.0,100,Ended,finished,Sassuolo,sassuolo,Sassuolo,Football,football,1,0,SAS,False,0,2793,IT,Italy,[],#52b030,#52b030,#ffffff,Torino,torino,Torino,Football,football,1,0,TOR,False,0,2696,IT,Italy,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,5.0,1680554398.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680554400,,,,,,,,,,,,,,,,,,,,,,,,2.45,3.2,3.0
vgbsAgb,3,True,True,True,1.0,False,11027943,,,1680635400,athletic-club-osasuna,False,Copa del Rey,copa-del-rey,Spain,spain,Football,football,1,32,spain,ES,Copa del Rey,copa-del-rey,Spain,spain,Football,football,1,32,spain,ES,0,329,False,False,False,False,541,150,28.0,110,AET,finished,Athletic Club,athletic-club,Athletic Club,Football,football,1,99300,ATH,False,0,2825,ES,Spain,[],#aa0000,#ffffff,#ffffff,Osasuna,osasuna,Osasuna,Football,football,1,62926,OSA,False,0,2820,ES,Spain,[],#cc0000,#14213d,#14213d,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1680643699.0,"['status.code', 'status.description', 'status.type']",1680644751,2.0,11027941.0,Semifinal,2.0,M,False,M,False,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,,,,,,1.5,4.0,7.0
qOspxc,3,True,True,True,1.0,False,11173657,,,1680652800,independiente-medellin-internacional,False,"CONMEBOL Libertadores, Group B",conmebol-libertadores-group-b,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,384,True,False,False,False,538,2929,1.0,100,Ended,finished,Independiente Medellín,independiente-medellin,Ind. Medellín,Football,football,1,0,DIM,False,0,6115,CO,Colombia,[],#52b030,#52b030,#ffffff,Internacional,internacional,Internacional,Football,football,1,0,INT,False,0,1966,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,1680659689.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680659692,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.2,2.45
lobsEan,1,True,True,True,1.0,False,11173676,,,1680645600,the-strongest-river-plate,False,"CONMEBOL Libertadores, Group D",conmebol-libertadores-group-d,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,384,True,False,False,False,536,2931,1.0,100,Ended,finished,The Strongest,the-strongest,The Strongest,Football,football,1,0,STR,False,0,32529,BO,Bolivia,[],#52b030,#52b030,#ffffff,River Plate,river-plate,River,Football,football,1,0,RIV,False,0,3211,AR,Argentina,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1680652606.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680652609,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.3,2.3
qobsyUp,1,True,True,True,1.0,False,11173666,,,1680645600,independiente-del-valle-argentinos-juniors,False,"CONMEBOL Libertadores, Group E",conmebol-libertadores-group-e,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,384,True,False,False,False,535,2932,1.0,100,Ended,finished,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,Football,football,1,0,ARG,False,0,3216,AR,Argentina,[],#52b030,#52b030,#ffffff,Independiente del Valle,independiente-del-valle,Independiente del Valle,Football,football,1,0,IND,False,0,39723,EC,Ecuador,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1680652493.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680652495,,,,,,,,,,,,,,,,,,,,,,,,1.65,3.75,5.75
rOslW,3,True,True,True,1.0,False,11173683,,1.0,1680645600,alianza-lima-athletico,False,"CONMEBOL Libertadores, Group G",conmebol-libertadores-group-g,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,,0,384,True,False,False,False,533,2934,1.0,100,Ended,finished,Alianza Lima,alianza-lima,Alianza Lima,Football,football,1,0,ALI,False,0,2311,PE,Peru,[],#52b030,#52b030,#ffffff,Athletico,athletico,Athletico,Football,football,1,0,CAP,False,0,1967,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1680652425.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1680652429,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.1,2.3
hfcsGfc,2,True,True,True,1.0,False,11174253,1.0,,1680652800,universidad-cesar-vallejo-ldu,False,"CONMEBOL Sudamericana, Group A",conmebol-sudamericana-group-a,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,406,91436,1.0,100,Ended,finished,Universidad César Vallejo,universidad-cesar-vallejo,César Vallejo,Football,football,1,0,UCV,False,0,5281,PE,Peru,[],#52b030,#52b030,#ffffff,LDU,ldu,LDU,Football,football,1,0,LDU,False,0,5257,EC,Ecuador,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,9.0,1680660003.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680660007,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,2.15
mnbsmob,2,True,True,True,1.0,False,11174266,,,1680645600,newells-old-boys-audax-italiano,False,"CONMEBOL Sudamericana, Group E",conmebol-sudamericana-group-e,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,402,91440,1.0,100,Ended,finished,Audax Italiano,audax-italiano,Audax Italiano,Football,football,1,0,AUD,False,0,3162,CL,Chile,[],#52b030,#52b030,#ffffff,Newell's Old Boys,newells-old-boys,Newell's,Football,football,1,0,NOB,False,0,3212,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1680652369.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680653274,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.1,2.38
tOstOc,2,True,True,True,1.0,False,11174248,1.0,,1680654600,blooming-santos,False,"CONMEBOL Sudamericana, Group E",conmebol-sudamericana-group-e,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,402,91440,1.0,100,Ended,finished,Blooming,blooming,Blooming,Football,football,1,0,BLO,False,0,6968,BO,Bolivia,[],#52b030,#52b030,#ffffff,Santos,santos,Santos,Football,football,1,0,SAN,False,0,1968,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,12.0,1680661873.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680661877,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.2,1.45
rxcsOLo,1,True,True,True,1.0,False,11174271,,,1680660000,millonarios-defensa-y-justicia,False,"CONMEBOL Sudamericana, Group F",conmebol-sudamericana-group-f,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,401,91441,1.0,100,Ended,finished,Millonarios,millonarios,Millonarios,Football,football,1,0,MIL,False,0,6117,CO,Colombia,[],#52b030,#52b030,#ffffff,Defensa y Justicia,defensa-y-justicia,Def y Justicia,Football,football,1,0,DYJ,,0,36839,AR,Argentina,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1680666890.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680666892,,,,,,,,,,,,,,,,,,,,,,,,1.53,3.75,7.0
kOsqxc,3,True,True,True,1.0,False,11174257,,,1680645600,independiente-santa-fe-goias,False,"CONMEBOL Sudamericana, Group G",conmebol-sudamericana-group-g,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,400,91442,1.0,100,Ended,finished,Goiás,goias,Goiás,Football,football,1,0,GGO,False,0,1960,BR,Brazil,[],#52b030,#52b030,#ffffff,Independiente Santa Fe,independiente-santa-fe,Santa Fe,Football,football,1,0,SFE,False,0,6116,CO,Colombia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1680652521.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680652525,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.0,3.5
bobsVed,2,True,True,True,1.0,False,11174258,,1.0,1680652800,estudiantes-de-merida-san-lorenzo,False,"CONMEBOL Sudamericana, Group H",conmebol-sudamericana-group-h,South America,south-america,Football,football,1,1470,south-america,,CONMEBOL Sudamericana,conmebol-sudamericana,South America,south-america,Football,football,1,1470,south-america,,0,480,True,False,False,False,399,91443,1.0,100,Ended,finished,Estudiantes de Mérida,estudiantes-de-merida,Estudiantes de Mérida,Football,football,1,0,EDM,,0,7745,VE,Venezuela,[],#52b030,#52b030,#ffffff,San Lorenzo,san-lorenzo,San Lorenzo,Football,football,1,0,SLO,False,0,3201,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,6.0,1680659848.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680659851,,,,,,,,,,,,,,,,,,,,,,,,6.5,3.5,1.65
CpksGPu,2,True,True,True,1.0,False,10438173,,,1680549300,famalicao-arouca,False,Liga Portugal,liga-portugal,Portugal,portugal,Football,football,1,44,portugal,PT,Liga Portugal,liga-portugal,Portugal,portugal,Football,football,1,44,portugal,PT,0,238,True,False,False,False,396,52,26.0,100,Ended,finished,Famalicão,famalicao,Famalicão,Football,football,1,0,FAM,False,0,49531,PT,Portugal,[],#52b030,#52b030,#ffffff,Arouca,arouca,Arouca,Football,football,1,0,ARO,False,0,25777,PT,Portugal,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1680556553.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680556554,,,,,,,,,,,,,,,,,,,,,,,,1.85,3.4,3.5
qlbseZb,2,True,True,True,1.0,False,10434056,,1.0,1680543000,fatih-karagumruk-istanbulspor,False,Super Lig,super-lig,Turkey,turkey,Football,football,1,46,turkey,TR,Süper Lig,super-lig,Turkey,turkey,Football,football,1,46,turkey,TR,0,52,True,False,False,False,388,62,27.0,100,Ended,finished,İstanbulspor,istanbulspor,İstanbulspor,Football,football,1,0,IAS,False,0,3066,TR,Turkey,[],#52b030,#52b030,#ffffff,Fatih Karagümrük,fatih-karagumruk,Karagümrük,Football,football,1,0,KAR,False,0,4954,TR,Turkey,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1680550101.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680550105,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.5,2.15
Xabszdb,1,True,True,True,1.0,False,11072740,,,1680624000,eintracht-frankfurt-1-fc-union-berlin,False,DFB Pokal,dfb-pokal,Germany,germany,Football,football,1,30,germany,DE,DFB Pokal,dfb-pokal,Germany,germany,Football,football,1,30,germany,DE,0,217,True,False,False,False,362,43,27.0,100,Ended,finished,Eintracht Frankfurt,eintracht-frankfurt,Frankfurt,Football,football,1,0,SGE,False,0,2674,DE,Germany,[],#52b030,#52b030,#ffffff,1. FC Union Berlin,1-fc-union-berlin,Union Berlin,Football,football,1,0,UNI,False,0,2547,DE,Germany,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1680630753.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680630757,,,Quarterfinal,4.0,,,,,,,,,,,,,,,,,,,,1.95,3.3,4.2
Nabsxdb,2,True,True,True,1.0,False,11072739,,,1680633900,fc-bayern-munchen-sc-freiburg,False,DFB Pokal,dfb-pokal,Germany,germany,Football,football,1,30,germany,DE,DFB Pokal,dfb-pokal,Germany,germany,Football,football,1,30,germany,DE,0,217,True,False,False,False,362,43,27.0,100,Ended,finished,FC Bayern München,fc-bayern-munchen,Bayern,Football,football,1,0,BMU,False,0,2672,DE,Germany,[],#52b030,#52b030,#ffffff,SC Freiburg,sc-freiburg,Freiburg,Football,football,1,0,SCF,False,0,2538,DE,Germany,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1680640758.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1680640869,,,Quarterfinal,4.0,,,,,,,,,,,,,,,,,,,,1.17,8.0,17.0
MdbsXdb,3,True,True,True,1.0,False,11036494,1.0,2.0,1680634800,inter-juventus,False,Coppa Italia,coppa-italia,Italy,italy,Football,football,1,31,italy,IT,Coppa Italia,coppa-italia,Italy,italy,Football,football,1,31,italy,IT,0,328,True,False,False,False,361,35,28.0,100,Ended,finished,Juventus,juventus,Juventus,Football,football,1,0,JUV,False,0,2687,IT,Italy,[],#52b030,#52b030,#ffffff,Inter,inter,Inter,Football,football,1,0,INT,False,0,2697,IT,Italy,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1680641691.0,['cardsCode'],1680641810,,,Semifinal,2.0,,,,,,,,,,,,,,,,,,,,2.55,3.1,3.0
cjbsKjb,2,True,True,True,1.0,False,11105607,,,1680631200,sv-spakenburg-psv-eindhoven,False,KNVB Beker,knvb-beker,Netherlands,netherlands,Football,football,1,35,netherlands,NL,KNVB Beker,knvb-beker,Netherlands,netherlands,Football,football,1,35,netherlands,NL,0,330,False,False,False,False,355,121,28.0,100,Ended,finished,SV Spakenburg,sv-spakenburg,SV Spakenburg,Football,football,1,0,SPA,False,0,2985,NL,Netherlands,[],#52b030,#52b030,#ffffff,PSV Eindhoven,psv-eindhoven,PSV,Football,football,1,0,PSV,False,0,2952,NL,Netherlands,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,1680638502.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680638506,,,Semifinal,2.0,,,,,,,,,,,,,,,,,,,,29.0,13.0,1.07
dobsNWq,3,True,True,True,1.0,False,10981437,,,1680562800,sarmiento-belgrano,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,62375,155,True,False,True,False,351,68,9.0,100,Ended,finished,Belgrano,belgrano,Belgrano,Football,football,1,0,BEL,,0,3203,AR,Argentina,[],#52b030,#52b030,#ffffff,Sarmiento,sarmiento,Sarmiento,Football,football,1,0,CAS,False,0,42338,AR,Argentina,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1680569737.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1680569739,,,,,,,,,,,,,,,,,,,#0cbad8,#daa813,,,,2.15,3.1,3.8
wobsBnB,1,True,True,True,1.0,False,10981443,,,1680568200,central-cordoba-arsenal-de-sarandi,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,AR,62375,155,True,False,True,False,351,68,9.0,100,Ended,finished,Central Córdoba,central-cordoba,Central Córdoba,Football,football,1,0,CC,False,0,65676,AR,Argentina,[],#52b030,#52b030,#ffffff,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,Football,football,1,0,ARS,False,0,3221,AR,Argentina,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1680575182.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1680575185,,,,,,,,,,,,,,,,,,,#0cbad8,#daa813,,,,1.95,3.2,4.33
